length,replicate,trace_distance
1,178,0.030844133946
1,179,0.046248137118
1,180,0.035252659195
1,181,0.013787325125
1,182,0.022008008339
1,183,0.033761381362
1,184,0.030508892296
1,185,0.045688772267
1,186,0.033589921435
1,187,0.058481781669
1,188,0.047961564313
1,189,0.026992715208
1,190,0.027577763263
1,191,0.065821713143
1,192,0.014033641270
1,193,0.059422635408
1,194,0.043357005919
1,195,0.043975896020
1,196,0.038771126334
1,197,0.030788045675
1,198,0.018103727011
1,199,0.011306749300
1,200,0.044864876766
1,201,0.056644375266
1,202,0.045936509381
1,203,0.026964539612
1,204,0.027031942941
1,205,0.002220840373
1,206,0.048506713404
1,207,0.039881475776
1,208,0.038031703332
1,209,0.023508795965
1,210,0.030838033146
1,211,0.039519184226
1,212,0.012746859697
1,213,0.047990808049
1,214,0.031533649647
1,215,0.050616424290
1,216,0.034481218238
1,217,0.044455909284
1,218,0.090923145281
1,219,0.013539284319
1,220,0.036642315905
1,221,0.003339183322
1,222,0.004153592842
1,223,0.013908023778
1,224,0.007156316301
1,225,0.075986159202
1,226,0.050501470720
1,227,0.049372757989
1,228,0.043320341933
1,229,0.051498364352
1,230,0.015200776939
1,231,0.030665304229
1,232,0.040224394781
1,233,0.014002697433
1,234,0.031094607347
1,235,0.080118413439
1,236,0.063255127300
1,237,0.014118024752
1,238,0.030285053360
1,239,0.042274073793
1,240,0.032727898110
1,241,0.030833001517
1,242,0.032959140765
1,243,0.016417395840
1,244,0.020414631822
1,245,0.027147583901
1,246,0.020754641717
1,247,0.040811300182
1,248,0.048134781831
1,249,0.046230468257
2,0,0.037015276873
2,1,0.026087117529
2,2,0.052829301869
2,3,0.027152208484
2,4,0.045016564909
2,5,0.056472062199
2,6,0.037760889684
2,7,0.030750868205
2,8,0.055186013981
2,9,0.009886357420
2,10,0.052488096997
2,11,0.047022810125
2,12,0.067893446624
2,13,0.074372914011
2,14,0.059055824010
2,15,0.047033237399
2,16,0.037578185668
2,17,0.031245157937
2,18,0.013712604525
2,19,0.038359247068
2,20,0.032852156548
2,21,0.060881883784
2,22,0.034763481295
2,23,0.028646573843
2,24,0.021604076685
2,25,0.076866873237
2,26,0.010002639606
2,27,0.051192858369
2,28,0.037635000064
2,29,0.049178188874
2,30,0.012327429689
