memory,sharpness,immediate_mi_bits,score,bellman_iterations,symmetry_residual,diagonal_residual,minimum_offdiagonal,maximum_triangle_violation,is_metric,torus_correlation,best_scale,relative_rmse_after_scale,edge_mean,edge_spread,diagonal_mean,diagonal_spread,strict_shell_margin,heldout_diagonal_additivity_error
0.7999999999999999,0.75,0.0301706312252333,0.35808555419597476,0,0.0,0.0,1.2577517687134248,0.0,True,1.0,1.175997903747052,0.036219920336730334,1.257751768713425,0.0,2.311118875010918,0.0,1.0533671062974932,0.08843537414966007
0.85,0.5,0.010858074240053835,0.35761025283897213,0,0.0,0.0,1.2009757928316758,0.0,True,0.999999999999999,1.137924563708013,0.028935874014612582,1.200975792831676,0.0,2.2443235128541943,0.0,1.0433477200225185,0.07023411371237469
0.7,0.9500000000000001,0.06894299303391035,0.35512353314334827,0,0.0,0.0,1.392260770442304,0.0,True,0.9999999999999998,1.264868909946833,0.052205395742969216,1.3922607704423042,0.0,2.466041889645931,0.0,1.0737811192036268,0.12914608327452384
0.85,0.45000000000000007,0.008948566167329908,0.35256630577878534,0,0.0,0.0,1.2042729108217094,0.0,True,1.0,1.1401453783204534,0.029368438701367596,1.2042729108217096,0.0,2.2482269903902785,0.0,1.0439540795685691,0.07130900569132939
0.6499999999999999,1.0,0.08807020858573819,0.3517287027410181,0,0.0,0.0,1.4692378328741966,0.0,True,1.0,1.3149678604224058,0.06064642087994155,1.4692378328741966,0.0,2.552800734618916,0.0,1.0835629017447197,0.15107913669064768
0.7499999999999999,0.85,0.04715852555290518,0.3512524437100371,0,0.0,0.0,1.3249831789244864,0.0,True,0.9999999999999998,1.2206407535841834,0.04441995375487352,1.3249831789244864,0.0,2.3891102944982148,0.0,1.0641271155737284,0.10918544194107438
0.7999999999999999,0.7000000000000001,0.026656851900228856,0.34938413950857916,0,0.0,0.0,1.2624668602449185,0.0,True,0.9999999999999993,1.179144047468754,0.036809581229473136,1.2624668602449183,0.0,2.3166266885494258,0.0,1.0541598283045073,0.08991825613078984
0.85,0.4,0.007199535983242508,0.34784154354191826,0,0.0,0.0,1.2075836251660428,0.0,True,1.0,1.1423741094070767,0.02980156957226736,1.2075836251660426,0.0,2.25214346093467,0.0,1.0445598357686274,0.07238605898123285
0.85,0.35,0.005617554266057424,0.34344910252388866,0,0.0,0.0,1.210908010724104,0.0,True,0.9999999999999998,1.1446107971369592,0.030235267739658397,1.210908010724104,0.0,2.256072987480346,0.0,1.045164976756242,0.07346528010734658
0.7999999999999999,0.65,0.023325271578043115,0.34104382484943074,0,0.0,0.0,1.2672085156412254,0.0,True,1.0,1.1823055450932631,0.03740028300640459,1.2672085156412254,0.0,2.3221596049125446,0.0,1.0549510892713196,0.09140518417462508
0.7,0.9,0.06264193507245541,0.3398715886971501,0,0.0,0.0,1.400511186583103,0.0,True,1.0,1.2702636462308745,0.05313312057735485,1.400511186583103,0.0,2.4754035222856343,0.0,1.0748923357025317,0.1315417256011315
0.7499999999999999,0.8,0.042327511477238476,0.3394394884062631,0,0.0,0.0,1.3313609467455623,0.0,True,1.0,1.2248520710059172,0.04517539514526261,1.3313609467455623,0.0,2.3964497041420123,0.0,1.0650887573964496,0.11111111111111122
0.85,0.30000000000000004,0.00421003419446613,0.33940380429826816,0,0.0,0.0,1.2142461428712366,0.0,True,1.0,1.1468554819418828,0.030669534318802136,1.2142461428712366,0.0,2.260015633419089,0.0,1.0457694905478523,0.07454667562122239
0.85,0.25,0.002985386969093686,0.3357224664595245,0,0.0,0.0,1.2175980975029725,0.0,True,0.9999999999999998,1.1491082045184307,0.031104370427885632,1.2175980975029725,0.0,2.26397146254459,0.0,1.0463733650416174,0.07563025210084016
0.6499999999999999,0.9500000000000001,0.08043349187289535,0.33327431079565306,0,0.0,0.0,1.4796817348446298,0.0,True,1.0,1.3217257096499655,0.06175589119103128,1.4796817348446298,0.0,2.5644734067025983,0.0,1.0847916718579689,0.15398485394879213
0.7999999999999999,0.6,0.02018097838929101,0.33307477420832604,0,0.0,0.0,1.2719769348182488,0.0,True,0.9999999999999996,1.185482503250608,0.03799202842605119,1.2719769348182488,0.0,2.3277177907173954,0.0,1.0557408558991466,0.09289617486338796
0.85,0.2,0.0019532189844272694,0.3324242969667097,0,0.0,0.0,1.2209639510393457,0.0,True,1.0,1.151369005830103,0.03153977718803113,1.2209639510393455,0.0,2.267940539055585,0.0,1.0469765880162387,0.07671601615074015
